train_loss,epoch,step
0.007630079984664917,0,49
0.004628307186067104,0,99
0.003008203813806176,0,149
0.005426938179880381,0,199
0.01089039072394371,0,249
0.011088348925113678,0,299
0.011292356997728348,0,349
